USER,REVIEW,SENTI,COUNT
Sola gratia,"죤,멋,이,에요,스무디,가,과일,100,인데도,하나,도,안,시고,달달,하,고,맛있,어요,수제,그래,놀라,냄새,도,맛,도,최고,입니다",0,0
wwj****,"그린,이,확실히,맛있,네요,제,취향,입니다",0,0
ell****,"맛있,고,비,건,이어서,좋,아요",0,0
혜뎡,"늘,먹,어,보,고,싶,었,던,곳,인데,드디어,먹,어,봤,어요,재료,하나하나,정성스레,토핑,해,주,시,고,맛있,게,만들,어,주,셔서,감사,합니다",1,1
osh725,"상큼,달콤,그,자체,너무,맛있,어요",0,0
airport06,굿,0,0
wwj****,"두,번,째,포장,으로,먹,는,그린,이,었,는데,여전히,너무,맛있,어요,그래,놀,라도,강추",0,0
rosakwak0906,"플레,히팅,이,예쁘,고,맛있,어요,퍼플,이랑,옐로,먹,었,는데,옐로,가,더,새콤달콤,했,어요,집,앞,에,있,으면,좋,겠,다",0,0
Peartree,"비주얼,맛집",0,0
전하영,"깔끔,하,고,맛있,어요,다이어트,할,때,가,기,딱,좋,음",0,0
너굴이,"두,번,째,방문,도,성공,적",0,0
Wewro,"스무디,봀과,그래,놀라,맛집",0,0
KO,"주말,웨이팅,한,시간,은,기본,그레,놀라,추가,하,면,맛있,음,옐로,추천",0,0
슈,"맛있,어요,매장,도,화장실,도,쾌적",0,0
초코초코,"주말,에,오,니,웨이팅,이,좀,있,어요",0,0
오리룰루,"제,가,좀,뒀,다가,먹,어서,그런,가요,스무디,가,약간,물컹물컹,한,느낌,이,었,어요,다음,번,엔,사,자마자,먹,어,봐야겠어요,과일,이,좀,양,이,적,은,느낌,이,라,아쉬웠,어요",0,0
쿵쿵따,"오우,맛있,어",0,0
조이진,"그래,놀라,추가,해서,드세요",0,0
상상예찬,"작,아,보이,지만,적,지,않,고,맛나,요",0,0
슈,"맛,괜찮,은데,가격대,가,좀,있,고,대,기,도,있,어요",0,0
루,"친구,자두,는,이쁘,던데,자두색,은,왜,이런,지,아무튼,2,번,갈,곳,은,아님",0,0
honesty,"맛,은,있,는데,이,돈,주,고,먹,을,맛,은,카페,라고,하,기,엔,하드,하,고,스무,대,볼,은,집,에서,도,맛나,게,만들,수,있,을,것,같,다,그리고,소이,라테,에,꿀,추가,해,달,라는,부탁,을,융통,성,을,발휘,해서,해,주,셨,다라,면,더,인상,에,좋,게,남,았,을,듯,커피,자체,의,맛,은,좋,았,으나",0,0
원더덕,"너무,맛있,어요",0,0
새얀,"메뉴,만,생각,하,고,왔,는데,생각,보다,매장,이,넓고,예뻐요,스무,대,볼,도,맛있,어요",0,0
llllkkoolll,"잘,먹,었,습니다",0,0
지네,"푸,든,코,파워,대단,하,네요,그냥,그랬음",0,0
라온하제,"건강,해,지,는,맛,맛있,어,지,는,맛,담,에,또,올래요",0,0
펩시G,"진짜,존맛,입니다",0,0
빵야,"괜찮,네요,대신,양,이,적,어요",0,0
hui****,"피치,못할,망고,존맛",0,0
kuj,"그래,놀라,진짜,너무,맛있,어요,여러,군데,시켜서,먹,어,봤,지만,여기,맛본,이후,로,헤이,바울,그래,놀라,밖,에,안,먹,어요,다음,에,또,사갈,게요",0,0
hc,"서울,에,아산,이,볼,맛있,는,집,이,없,는,데,맛있,는,스무,대,볼,맛집,을,찾,아서,너무,좋,네요,과일,도,신선,하,고,식,재료,관리,도,잘,되,는,것,같,습니다",0,0
소연,"너무,맛있,어요,혼자,가,서,자주,먹,습니다",0,0
수수수하,"시원,하,게,먹,을,수,있,었,던,스무,대,볼,테이크아웃,했,어요,만석,이,라,아쉬웠,어요",0,0
벨루밍,"볼,나오,는데,시간,이,너무,오래,걸려요",0,0
yoosso90,"성수,헤이,바울,건강,해,지,는,맛있,는,맛,엄청,달,줄,알,았,는데,오히려,안달아서,좋,음",0,0
lka****,"처음,먹,어,봤,는데,너무,시원,하,고,과일,이,신선,해서,좋,았,어요",0,0
Genie,"맛있,는데,조금,비싼,것,같,아요",-1,1
favorite,"맛있,는데,사람,도,많,아요",0,0
변함없이,"좋,아요",0,0
켈리,"오늘,처음,방문,해서,퍼,플,볼,테이크아웃,했,는데,정말,너무너무,맛있,었,어요,특히,그,라,놀라,가,엄청,고소,하,고,맛있,어서,스무,대,볼,의,풍미,를,더한,거,같,아요,진짜,제,가,딱,찾,던,그,맛,이,었,어요,다음,에,도,꼭,방문,할,것,같,습니다",0,0
우무리,"맛있,어요,신선,하,고,건강한맛,너무,좋,아요",0,0
Hye,"너무,맛있,어요,맛있,는,건강식,입니다",0,0
유경,"진짜,너무너무,맛있,어요,어제,친구,랑,갔,다가,반해서,오늘,또,가,서,포장,주문,해서,왔,어요",0,0
sky****,"스무,대,볼,맛있,어서,성수,올,때,마다,들러서,한,볼,하,고,갑니다,가,오,픈,때,큰,볼,이,있,었,던,거,같,은,데,없,어,진,건지,궁금,해요,퍼플,에,이어,옐로,도,맛있,네요",0,0
로마,"볼,맛집",0,0
러브대길 luvdaegil,"완전,페이,보,릿",0,0
rla****,"분위기,깔끔,하,고,맛있,고,신선,해요",0,0
쭈니,"넘,후,좋,아요",0,0
JinaKim,"한눈,에,보,기,엔,양,이,적,다고,생각,했,는데,딱,적당히,한,끼,먹,은,느낌,이,에요,상큼,함,에,그래,놀,라,로,고소,함,이,더,해져서,딱,밸런스,맞,는,맛",0,0
min****,"네이버,주문,으로,기다리,지,않,고,바로,받,아,갔,어요,맛나,게,잘,먹,었,습니다,다음,엔,매장,에서,먹,어,보,고,싶,어요",0,0
유즈,"건강,해,지,는,거,같,아요",0,0
융,"특이,하,지만,두,번,은,안,갈,것,같,아요,여림,엔,시원,할,듯",0,0
x mysterious x,"맛있,는데,양,이,너무,작,아요",0,0
bbbb6612,"과,일,요구르트,맛있,어요",0,0
roniii,"꿋꿋이,에요",0,0
야야얍,"매장,은,깨끗,화장실,은,공용,입니다,좌석,수,가,별로,없,어서,웨이팅,은,필수,인,듯,합니다",0,0
Remy,"내추럴,한,레모네이드,였,습니다,잘,마셨,습니다",0,0
남탱,"항상,너무,맛있,게,만들,어,주,셔서,감사,합니다,건강,한,한,끼,로,정말,좋,아요",0,0
봉봉이,"좋,아요",0,0
퐁,"옐로,가,맛있,어요,주말,에,가,서,그런지,웨이팅,도,길,고,자리,앉,아서,도,한참,기다렸,네요",0,0
or71,"성수동,후식,으로,딱,좋,아요,식사,로,는,소식,하,시,는,분,들,한테,딱,좋,아요,맛나,고,좋,아요",0,0
moonbow,"절대,가,지,마세요,네이버,주문,으로,주문,했,는데,20,분,이나,늦,게,받,음,친절,하,게,주문,도,착각,해,주,시,고,아주,가지가,지,하,시,더라고요,다신,안,방문,합니다",1,1
렌치,"맛있,었,어요",0,0
OLINDA,"맛있,어요",0,0
OLINDA,"카톡,웨이팅,시스템,굿,굿,여성,들,을,위한,곳,새롭,지만,가성비,는,그다지,조금,더,큰,볼,에,나와야,하,는,거,아닌가,볼,에,담겨,나오,는,이쁘,고,비싼,스무디,사진,찍,기,좋,은,곳",-1,1
구아바,"사람,이,매우,많,네요,모바일,웨이팅,시스템,은,맘,에,듭니다,스무,대,볼,형태,는,처음,맛보,는데,건강한맛,이,니,한,번,쯤,은,먹,어,볼만한이데",0,0
JINHWA,"사람,정말,많,아요",0,0
조소정,"맛있,서,여",0,0
yazzi,"맛있,게,잘,먹,었,어요",0,0
박운하,"언제,먹,어도,맛있,어요,가끔,재료,들,이,바뀌,긴,하,지만,자주,먹,을게요",0,0
wwj****,"맛있,게,먹,었,습니다,먹,고,나,면,든든,하,네요",0,0
jen,"좋,아요,웨이팅,이,좀,있,어서,보,냉,포장,추가,해서,1000,원,추가,포장,해,왔,어요,카카오,그래,놀,라도,궁금,해서,추가,했,는데,맛있,었,지만,제,취향,에,는,기본,그래,놀라,가,더,맛있,었,어요",0,0
Sarah,"역시,스무디,보율,최고",0,0
pomplamoose,"일회용,종이컵,이,아닌,사탕수수,로,만든,종이컵,이,라니,친환경,적,인,샐러드,매장,을,이용,하,게,되,어,기뻐요",1,1
yellowj,"어제,사,서,오늘,먹,었,는데,도,맛있,었,어요,되게,쪼끄매서,양,이,적,네,했,는데,은근히,배부르,더라고요,그래,놀,라도,정말,고소,해서,존맛,다음,엔,카카오,그래,놀라,로,변경,해,먹,어,봐야겠어요",0,0
maggiekim,"저어,요",0,0
미주,"좋,아요",0,0
sun****,굿,0,0
dms****,"엄마,는,묵직,한,스무디,같,은,식감,이,별로,라고,했,지만,원래,그런,건데,저,는,맛있,었,어요,아사,의,볼,이,예전,에,한창,유행,하,다가,없,어,졌,는데,여기,있,었,네요,그리고,생각,보다,혼자,다,먹,기,힘들,어서,두,명,이,먹,기,좋,아요",0,0
qqy4u,"맛있,었,어요",0,0
Sharon kang,"새로운,식감,의,다이어트,건강식,느낌,이,에요,장점,은,맛있,다고,단점,은,배,가,빨리,꺼짐",0,0
1199826420,"발리,보다,더,맛있,어요",0,0
tot****,"여기,가,발리,다",0,0
non****,"첫,인상,은,양,이,적,어,보이,는,데,먹,다,보,면,한,끼,식사,로,괜찮,습니다,맛,도,좋,고,눈,으로,도,보,기,좋,아요,다만,청포도,는,씨,없,는,상품,을,썼,으면,더,좋,지,않,았,을까,싶,습니다",0,0
홍블리,굿,0,0
le soyeon,heybowl,0,0
ell****,"맛있,어요,발리,생각나,소,왔어요",0,0
제임스,"주문,하,고,가,니,빠르,게,픽업,되,어서,좋,네요",2,2
두땅,"여름,에,이렇게,맛있,고,시원,한,스무,대,볼,을,먹,을,수,있,는,건,정말,행운,이,에요",0,0
참치뱃살,"맛있,는,헤이,바울",0,0
핑퐁,"일단,네이버,로,주문,하,니,너무,편하,고,좋,아요,친구,들,이랑,술,먹,으면서,먹,으려고,포장,해간,건데,메인,메뉴,나오,기,전,에,스무,대,볼,다,먹,어,버린,거,안,비밀,너무,맛있,게,잘,먹,었,어요,그래,놀,라도,따로,담,아,주,시,니,안,눅눅,해,지,고,맛있,어요,다음,엔,매장,에서,먹,을래요",0,0
chlthgks,"더운,날씨,에,집,나간,입맛,과,영양,모두,챙겨,주,는,메뉴,였,어요,그래,놀라,추가,해서,좀,더,든든,하,지만,다음,엔,식사,대용,이,목적,이,라면,2,개,시킬,거,예요",0,0
시작,"가게,는,넓은,데,앉,을,자리,가,많,지,는,않,아요,건강,하,고,맛있,는,샐러드,를,먹,을,수,있,어요",0,0
참치뱃살,"건강,하,고,맛있,는,볼",0,0
끼우,"엄청,더웠,는데,시원,하,고,상큼,한,맛,이,었,어요,다이어트,음식,으로,최고,입니다,살,이,찔,수,없,는,재료,와,맛",0,0
latte,"맛있,어요",0,0
su,"항상,맛있,어서,갈,때,마다,만족,해요",0,0
Jimin,"미리,주문,하,고,갔으면,더,나았,을,거,같,아요,20,분,정도,대기,맛있,었,어요,그레,놀라,추가,하,길,잘,했,어요",0,0
혀니,"옐로,그린,두,개,포장,주문,했,어요,그린,상큼,하,고,과일,그대로,의,단맛,이,있,어서,새콤달콤,맛있,어요,식사,대용,으로,아주,최고,의,용,그레,놀라,씹,는,맛,이,있,어서,좋,습니다,다음,엔,추가,하,는,걸로",0,0
doublesq,"인기,많,은,집,이,라,사람,들,이,몰리,는,점,다,알,고,오,긴,했,는데,그,많,은,사람,들,을,직원,분,께서,통제,하,질,못하,시,네요,시스템,상,기다리,는,사람,이,너무,덥,고,힘들,수,밖에,없,는,구조,인,것,같,아요,대,기자,를,수용,할,수,있,는,공간,도,없,고,그렇,다고,밖,에,나가,서,기다리,기,엔,정말,더운,날씨,임,에,도,직원,분,께서,는,계속,밖,에,나가,서,대기,해,주,세요,라는,말,만,반복,하,시,네요,기다리,는,사람,들,표정,이나,속삭이,는,말,들으니,저,뿐,아니,라,모두,가,불만,을,갖,고,있,더군요,이런,시스템,상,의,문제,를,해결,해,주,시,면,훨씬,나,은,환경,이,될,수,있,을,것,같,아요",0,0
길산형아,"너무,맛있,어요",0,0
띠드버거,"달달,상큼,그,자체",0,0
때힁,"회전,이,너무,오래걸리,긴,했,지만,맛있,어요",-1,1
윈드바라기,"건강,한,스무,대,볼,을,찾,는다면,이곳",0,0
sn3****,"아주,맛있,어요,매주,먹,지만,질리,지,도,않,고,몸,에,도,미안,하,지,않,는,건강한맛,이,에요",0,0
khi****,"아이스,팩,이,있,어서,포장,한지,30,분,이나,지났,는데,매장,에서,먹,는,그대로,먹,을,수,있,어,좋,았,어요",0,0
soh****,"성수,헤이,바울,요구르트",0,0
Jj,"간편,하,고,맛있,어요",1,1
남탱,"여기,그래,놀라,진짜,대존맛,잊,지,못해,250,g,짜리,사,버렸,습니다,요구르트,랑,먹,어도,맛있,어요,또,사,러,갈게요",0,0
kierstin1004,"포장,해서,먹,었,는데,상큼,하,고,맛있,어요",0,0
leereef,"베이스,도,토핑,도,신맛,이,강해서,끝,까지,다,먹,기,에,밸런스,가,좋,지,는,않,은,것,같,음",0,0
GG,"시원,하,니,좋,아요",0,0
paledots,"맛있,는데,양,이,좀,적,어요",0,0
부자,"양,이,쪼끔,적,어요",0,0
채린,"건강,해,지,는,느낌,이,에요",0,0
tikitaka,"미리,예약,하,고,가,서,기다리,지,않,고,받,을,수,있,었,어요,포장,해서,서울,숲,에서,먹,었,는데,시원,하,고,맛있,더라고요,다른,맛,도,모두,먹,어,보,고,싶,어요",0,0
은체이,"스무,대,볼,처음,먹,어,보,는데,진즈,너무,맛있,어요,개인,적,으로,는,옐로,볼,이,제일,대중,적,으로,맛있,는,맛,인,듯",0,0
coco,"맛있,오,요",0,0
딩동댕,"스무,대,볼,존맛,이,에요,옐로,먹,었,는데,망고,도,꽤,많,고,그래,놀라,랑,코코넛,존맛",0,0
면이,"좋,아요",0,0
happy훈,"굿,굿",0,0
HK,"날,이,엄청,더웠,는데,밖,에서,20,분,쯤,기다려야,했,어요",0,0
재미,"맛있,어요,공간,도,넓고,예뻐요",0,0
loveR,"첫,주문,이,라,인기,많,은,옐로,볼,로,테이크아웃,했,는데,제,가,좋,아,하,는,과일,들,만,있,어서,맛있,게,잘,먹,었,고요,출출,할,때,가볍,게,먹,기,좋,은,양,이,에요",0,0
다혜,"여기,최고,예요,몇,달,동안,스무,대,볼,이,너무너무,먹,어,보,고,싶,었,는데,여기,서,첨,먹,었,어요,최고,고소,하,고,담백,하,고,상큼,하,고,달달,하,고,온갖,맛,이,다,납니다,집,에서,2,시간,이나,걸리,는,거리,지만,또,갈,거,예요,담,엔,포장,말,고,홀,에서,도,먹,어,보,려고요,저,오래오래,갈,거,니까,오래오래,번창,해,주,세요",0,0
ㅇㅇ,"아주,상큼,하,고,건강한맛,공간,도,넓어서,좋,아요",0,0
jmj****,"디저트,로,조어,요",0,0
할미새사촌,"굿,굿,시원,하,고,사이,틈,해요",0,0
성장하는 요가강사,"맛있,는데,양,이,엄청,작,네요,사이즈,가,있,으면,좋,겠,네요",0,0
김나불,"분위기,너무,좋,아요",0,0
mintchoco,"너무,맛있,었,어요,스무디,자체,의,꾸덕꾸덕,한,느낌,에,싱싱,하,고,다양,한,토핑,씹,는,맛,도,있,고,새콤,달달,해서,좋,았,어요,그리고,직원,분,들,도,친절,하,시,고,내부,도,넓어요,용기,가져가,시,면,양,도,넉넉히,담,아,주,시,고,십,프로,할인,해,주,세요",3,3
Querencia,"네이버,예약,픽업,가능,해서,너무,편리,하,고,좋,아요,맛,도,굿,굿,재,방문,의,사,백만,개,입니다",2,2
ghfd3,"건강,하,게,맛있,어요",0,0
kuj,"이번,에,또,재,주문,해요,헤이,바울,그래,놀라,진짜,진짜,진짜,맛있,어요,오리지널,그래,놀라,랑,카카오,그래,놀라,주문,했,는데,그,릭,요구르트,에다가,먹,으니까,핵존맛,바삭바삭,하,고,건강,한,단,맛,이,랄까,엄마,도,여기,그래,놀라,가,제일,맛있,다고,여러,개,쟁여,놓,으라고,그러,세요,다음,에,친구,들,선물,해,줄,거,예요",0,0
정연,"굿,맛있,어요,다음,에,는,다른,맛,먹,을,랴,구염",0,0
par****,"건강,한,느낌,맛있,어요",0,0
유쁘,"첫,방문,이,었,는데,매우,만족,스러웠,어요,다른,메뉴,들,도,다,먹,어,보,고,싶,어요,D,헤이,바울,옐로,볼,성수동",0,0
fee****,"헤이,바울,간,편식,다이어트식,스무디,샐러드,볼,그래,놀라,추가,필수,양,이,적어도,맛남,데코,가,예술,맛나,요,식사량,이,많,으신,분,은,2,차,가,필수",0,0
3pi****,"분위기,도,좋,고,깔끔,하,고,맛있,어요",0,0
별명,"아산,이,볼",0,0
김성은,건강한맛,0,0
계란초밥,"친절,하,고,맛있,음",1,1
돌디,"주차,가,안,되,는,게,조금,불편,하,지만,그쪽,카페,거의,다,주차안,돼서,건강,하,면서,맛있,어요,내부,분위기,도,좋,고요",0,1
tgi1206,"다이어트,할,때,딱,한,끼,로,먹,기,좋,아요",0,0
핑퐁,"술,먹,고,속,이,안,좋,았었,는데,해장,으로,정말,딱,이,네요,너무,맛있,게,잘,먹,었,어요,다음,에,또,주문,해서,먹,을게요,적,게,일,하,시,고,많이,버세,요",0,0
럽PD,"여기,가,존맛,탱,집,이,다,거부,감,없,는,스무디,꾸덕꾸덕,26,개월,아가,도,너무,잘,먹,어요,아이스크림,이,라고,엄마,들,함께,와서,아가,들,아이스크림,처럼,먹,어도,괜찮,을,듯,합니다,퍼플,이,제일,맛있,떠요,건강,하,고,입,도,즐겁,고,맛있,는,헤이,바울,강력,추천,합니다",0,0
남탱,"시원,상큼,맛있,게,잘,먹,었,어요,그래,놀라,서비스,도,감사,합니다",0,0
우와짱,"생각,보다,배불러요,이,가,서러울,정도,라,여름,에,먹,으면,딱,입니다",0,0
안녕,"포장,도,꼼꼼,하,게,해,주,셔서,집,에서,도,매장,에서,먹,는,것,처럼,맛있,게,즐겼,습니다,믿,고,먹,는,제,최애,헤이,바울,감사,합니다",0,0
mus****,"간단히,먹,으려고,들어갔,는데,양,이,꽤,많,아요",0,0
say****,"다이어트식,으로,최고",0,0
의심많은자두,"나,의,최애,카페",0,0
달지,"분위기,좋,고,공간,이,넓어서,좋,아요",0,0
swe****,"카카오,그래,놀라,정말,고소,하,고,초코,맛,도,나,면서,커피,맛,도,나,는,것,도,같,고,최애,그래,놀라,입니다,일반,그래,놀라,랑,섞,어서,요구르트,에,섞,어,먹,으면,진짜,맛있,어요,강추,추",0,0
서혜강,"이번,에,는,핑크,볼,먹,었,어요,오늘,도,역시,나,너무,맛있,어서,두세,개,씩,사,서,가,고,싶,은데,한,번,에,다,먹,질,못해서,아쉽,네요,다음,에,또,가,서,이번,엔,신,메뉴,나올,거,먹,을게요,오늘,도,건강,하,게,잘,먹,었,습니다",0,0
beh****,"밥,보다,가볍,고,상큼,하,면서,아이스크림,보다,건강,하,고,샐러드,보다,맛있,고,고기,없이,친환경,적,이,고,아주,좋,습니다",1,1
리본,"맛있,게,먹,었,어요,신선,하,기,도,하,고,더워,지,면,더,자주,찾,을,거,같,아요,그래,놀라,는,비교,적,단,편,이,긴,해도,스무디,가,적당히,달,아서,괜찮,아요",0,0
다빈,"픽업,서비스,도,너무,편하,고,좋,았,어요,시간,보다,조금,늦,어,졌,는데,도,보관,도,잘,해,주,시,고,빠르,게,준비,해,주,셔서,너무,감사,했,습니다,그리고,정말,정말,맛있,었,어요,다음,번,엔,매장,에서,꼭,먹,고,싶,어요",2,2
푸드헌터,"그래,놀라,가,너무,맛있,어서,집,에서,먹,을,거,와,선물,용,으로,샀어요,다음,에,또,갈게요",0,0
Remy,"맛있,게,먹,었,습니다,항상,감사,합니다",0,0
핑퐁,"매장,에서,볼,먹,어,보,고,그래,놀라,가,너무,맛있,어서,친구,들,선물,하,려고,사,봤,어요,먹,고,나,면,계속,생각나,는,중독성,강한,고수,한,맛,이,에요,다음,엔,카카오,그래,놀라,사,봐야겠어요,잘,먹,을게요",0,0
Haaaa,"좋,아요",0,0
토미,"재료,도,너무,신선,하,고,맛있,어요,그래,놀라,가,진짜,고소,했,습니다,정말,맛있,었,어요,다른,맛,도,먹,어,보,고,싶,어요",0,0
Remy,"맛있,게,잘,먹,었,습니다",0,0
단,"맛있,어요,처음,먹,어,봤,는데,약가,잠바,주스,맛,나,고,좋,아요,과일,도,다,생과일,이,어서,신선,했어요",0,0
서혜강,"아주,맛있,었,어요,해외여행,에서,자주,먹,어서,한국,에서,찾,고,있,었,는데,드디어,찾,았,네요,다음,주도,가,서,먹,을,거,에,용,그리고,정성껏,만들,어,주,셔서,더,맛있,는,거,같,아요,잘,먹,었,습니다",1,1
s0e****,"매장,에서,먹,어,보,고,너무,맛있,어서,또,가,야지,했,는데,이벤트,한다길래,포장,주문,해,봤,어요,바빠서,그런지,오래,걸렸,지만,맛,은,역시,최고",0,0
팜팜,"두,번,째,방문,인데,이번,엔,포장,했,어요,네이버,포장,주문,하,니까,서비스,도,주,시,고,이번,에,도,맛있,게,잘,먹,었,습니다,또,방문,할게요",0,0
타니,"헤이,바울,진짜,너무,맛있,게,잘,먹,었,습니다,저,는,픽업,해서,집,에서,먹,었,는데,매장,에서,먹,어도,좋,을,것,같,아요,매장,이,참,넓고,깨끗,하,더라고요,잘,먹,었,습니다",1,1
푸드헌터,"웨이팅없이,바로,받,아,갈,수,있,어서,좋,았,어요,다음,에,또,이용,할게요",1,1
남탱,"상큼,하,고,맛있,는,스무,대,볼,이,었,어요,발리,갈,필요,없,겠,어요",0,0
꾸꾸미,"맛있,어요,많이,달지않,아서,건강,한,느낌,이,었,습니다",0,0
콩선생,"너무너무,맛나,서,매일,먹,고,싶,어요",0,0
7qk****,"건강한맛,이,에요",0,0
rkd****,"너무,맛있,었,어요",0,0
breezebomb,"커피,전문점,이,아니,니,커피,를,시킨,내,잘못",0,0
코렐,"정말,맛있,고,그래,놀,라도,바삭바삭,해서,리필,하,고,싶,었,어요,스무디,도,존맛,탱,여긴,엄마,랑,다시,방문,하,고,싶,어요,옐로,먹,었,는데,다음,에,퍼,플,핑크,도,먹,고,싶,어요,두,번,세,번,갈,것,이,며,나,만,알,고,싶,어요",0,0
모모,"너무너무,맛나,요,우리,동네,에,도,생겼으면,좋,겠,다",0,0
빡빅,"건강,해요,개인,적,으로,그래,놀라,추가,하,면,더,좋,을,것,같,아요,먹,다,보,면,쌀쌀,해져요",0,0
가든,"건강,한,달짝지근,을,찾,는다면,강력,추천",0,0
hkkk31,"너무,맛있,어요",0,0
방울,"저번,에,왔,을,땐,재료,소진,이,어서,못,먹,었,는데,맛있,네요",0,0
다람쥐,"상큼,하,고,맛있,어요,커피,도,싱겁,지,않,고요,건강,해,지,는,느낌,이,에요",0,0
콩선생,"맛있,어요,보,는,맛,먹,는,맛,모두,충족",0,0
로로,"아,사이,가,아니,라니",0,0
Jj,"맛,도,좋,고,분위기,도,좋,고",0,0
우나,"씽씽이,타,고,점심,에,먹,으러,왔,어요",0,0
moooooonda,"매장,분위기,도,좋,고,스무디,도,끄덕,하,니,맛있,었,어요",0,0
지씨,"맛있,어요,되게,건강한맛,위,에,올려,있,는,그레,놀라,가,맛있,어요,한,그릇,먹,으면,은근히,든,든,퍼플,바울,그린,볼,헤이,바울",0,0
상추,"카페,분위기,깔끔,하,고,옐로,우보,울리,제일,대표,라고,하,더라고요,처음,먹,어,보,는데,상큼,하,고,맛있,어요,씹,는,맛,도,있,고,캐,머마,일,유자,는,각자,의,자기,주장,맛,이,있,고,카페,라테,는,커피,가,진하,더라고요,맛있,어요,진한,커피,좋,아,하,시,면,좋아할,만,맛,가,는,날,이,식목,이,라,카페,에서,다육,이,도,나눠,주,셨,어요,귀여움,가,게,직원,들,도,친절,하,고,쟁반,이,좀,위험,해요,컵,이,떨어질,수,도,있,음,주의",1,1
김선생,"먹,고,나,면,추워,요,베이스,가,스무디,라",0,0
seozero,"너무,맛있,게,잘,먹,었,어요,공간,도,맛,도,너무,좋,았,어요,가벼워,보이,는데,은근,든든,하,고,그레,놀라,꼭,추가,하,세요",0,0
버터와플,"좋,아요",0,0
jungouk91,"맛있,게,잘,먹,었,어요,건강,한,음식",0,0
수인,"플레,히팅,이,예뻐요,근데,요구르트,인,줄,알,았,는데,프로즌,스무디,바울,이,네요,너무,차가워,요",0,0
ypc****,"건강한맛,날,이,더워,지,고,방문,하,면,더,맛있,게,먹,을,수,있,을,것,같,다",0,0
fgfdgrgr,"마치,발리,에,온,듯,한,인테리어,건강,하,게,먹,고,싶,은,날,먹,기,딱,좋,아요",0,0
5. Mellower,"카페,이름",0,0
긍정이,"친절,해요",1,1
Danny boy,"분위기,좋,음",0,0
꼬밀,"리뷰,는,처음,이,지만,방문,은,여러,번,인데,빵,이,다,맛있,고,커피,맛,도,좋,아요,그리고,친절,하,세요",1,1
had****,"좋,아요",0,0
hhj,"빵,종류,도,많,고,직원,분,들,친절,하,고,좋,아요",1,1
ehyun,"바리스타,분,친절,하,고,커피,빵,다,맛있,어요",1,1
gqueen,"음,굿",0,0
wngkwjd,"맛나,요,의자,가,불편",0,0
Tngus49,"주말,에,왔,는데,조금,시끄러운,거,말,고,는,좋,아요",0,0
cho****,"빵,종류,도,많,고,넓고,좋,네요",0,0
쌀라,"굿,굿",0,0
나요,"빵,들,이,독특,해요,비교적,넓어요,사람,많,아요",0,0
얜,"맛있,습니다",0,0
dan****,"좋,아요",0,0
dan****,"맛나,요",0,0
dan****,"좋,아요",0,0
smy****,"커피,가,맛있,어요,또,여기,서,다,들,초코,칩,쿠키,먹,어,봐야,한다고,생각,해요",0,0
요롤,"맛있,어요",0,0
핑퐁,"직원,분,들,도,친절,하,고,여긴,얼,그레,이,들어간,건,다,맛있,네요",1,1
마미샤크,"빵,맛있,어요,주차,는,발레,없,고,카페,앞,주차,공간,작,게,있,음",0,0
jiy****,"맛있,고,예쁜,디저트,테이크아웃,했,어요,너무,친절,하,시,고,요,개인,적,으로,는,꼭,먹,어,봐야,하,는,그런,맛,은,아니,었,어요,그래도,만족,해요",1,1
hjh****,굿,0,0
hjh****,굿,0,0
베리,"커피,맛,이,부드럽,고,좋,아요,공간,이,답답하지않,아,얘기,하,기,도,좋,아요",0,0
마시쪄,"에어컨,이,아주,빵빵,해요",0,0
alsns21,"밤,파운드,맛있,어요,커피,도,원두,고를,수,있,어서,좋,아요",0,0
신나,"이,지역,에,수,주차,가,가능,한,카페,라는,장점,내부,가,넓어,옆,테이블,과,떨어져,앉,을,수,있,는,것,도,장점,외부,테라스,도,장점,다만,빵,은,맛있,지만,눈알,이,커질,정도,의,맛,은,아닙니다,전반,적,으로,좋,았,던,카페,입니다",0,0
박숴,"직원,분,정말,많이,친절,하,셨,어요,빵,추천,도,자세히,해,주,시,고,음료,도,추천,잘,해,주,시,고,기분,좋,게,잘,먹,다,갑니다",1,1
시그노쓰레기,"친절,좌석,은,조금,불편",1,1
how****,"직원,분,들,이,너무,친절,쓰,사람,많,지만,예쁘,고,빵,도,맛남",1,1
영어아지트,"맛있,어요",0,0
양인지,"여기,밀크티,존맛,탱,찐,밀크티",0,0
hot****,"빵,도,맛있,고,밖,좌석,좋,아요",0,0
쭈,"좋,아요",0,0
경서,"감사,합니다,감사,합니다",0,0
Ellen,"얼,그레이,쿠키,맛,이,신기,했,다",0,0
820****,"시멘트,냄새,인지,뭔지,가게,안,에서,이상,한,쿰쿰,한,냄새,가,나,요,음료,는,달달,하,니,맛있,고,빵,은,그냥,그래요,조금,맛없,는,편,그리고,오후,8,시,지나,면,빵,20,프로,타임,세일,한대요,755,에,결제,해서,8,시,에,음식,받,았,는데,주문,받,는,분,이,그런,걸,미리,말,해,주,면,좋,을,텐데,센스,가,부족,하,네요,재,방문,의사,없,음",1,1
DD,"분위기,도,좋,고,좌석,간격,이,널찍,해서,이용,하,기,좋,네요",0,0
부리부리,"좋,아요",0,0
