,INDEX,USER,SCORE,REVIEW,SENT_SCORE,SIGN,POS/NEG,,
566,4412,우무리,5,"분위기,너무,좋,고,맛있,어요",2,1,1,T,
567,1155,cheery,5,"맛있,어요",1,1,1,T,
568,272,어어어어어어엉어,5,"처음,방문,했,을,때,레몬,젤라,또,가,너무,맛있,어서,포장,해,갑니다",0,0,1,F,
569,1892,예쁜사랑이맘,5,"빵,도,맛있,고,분위기,도,좋,네요",2,1,1,T,
570,4329,0,4,"칼,끔,합니다",0,0,1,F,
571,1129,유혜인,5,"맛있,어요,성,수점,이,라,주말,에,갔,음,에,도,불구,하,고,줄,을,길,게,서,지,않,고,금방,구매,할,수,있,었,습니다",1,1,1,T,
572,120,잠이부족한넘,5,"맛있,어요",1,1,1,T,
573,7330,skt****,5,"맛있,어요",1,1,1,T,
574,4169,mikaee,3.5,"딸기,크레이프,가,독특,하,고,맛있,어요,다만,좀,많이,비싸,서,한,번,말,고,는,자주,먹,긴,힘들,거,같,아요",0,0,0,T,
575,3589,승아몬드,4,"음료,가격,은,좀,세,지만,맛나,요,디저트,류,엔,카,눌,레,여기,서,처음,맛보,고,다른,데,에서,도,이것,만,먹,어요",1,1,1,T,
576,8020,G0,4,"비싼,데,맛있,어요,음료,는,평범,하,고,베이커리,가,맛있,어요",0,0,0,T,
577,1959,잇힝군,5,"내부,가,좋,아요",1,1,1,T,
578,1275,kimjouhyun,5,"맛있,어서,자주,가,는,곳,입니다,한,번,은,재고,소진,으로,못,가,서,아쉬웠,어요",0,0,1,F,
579,261,pizont,5,"성수,4,년,차,갈만,한,카페,가,고갈,되,었,던,슬픈,나날,새로운,아지트,를,찾,기,위해,안,가,본,골목,들,을,걷,다,자연스레,들어온,이곳,자주,올,것,같,은,기분",0,0,1,F,
580,3397,big dewshines,5,"아메리카노,맛있,어요",1,1,1,T,
581,7100,jolove1210,5,"좋,아요",1,1,1,T,
582,2049,Stellar,5,"너무,맛있,어요",1,1,1,T,
583,4300,루시,4,"맛있,어요",1,1,1,T,
584,3982,사람,5,"여기,커피,맛있,음,베이커리,는,글쎄",1,1,0,F,
585,2704,yahoopjh,3.5,"크,랜,베리,치즈,샌드위치,맛있,어요",1,1,1,T,
586,1627,벨루밍,2,"볼,나오,는데,시간,이,너무,오래,걸려요",-1,-1,-1,T,
587,5757,바람개비,5,"반려,견과,반려,견의,친구,랑,퍼프,치노,한잔,하,고,저,도,맛있,는,커피,테이크아웃,했,네요",2,1,1,T,
588,1082,aaaa6667,5,"너무너무,맛있,어요",1,1,1,T,
589,3980,0zx****,4,굿,1,1,1,T,
590,3608,융,4,"너티,좋,아,해요",1,1,1,T,
591,289,다라얌,5,"너무,귀여운,카페,소품,하나,하나,콘셉트,맞춰서,귀염,지다,서비스,도,주,시,고,사장,님,이,넘침,절,하,셔요",-1,-1,1,F,
592,8683,반쪽,4,"분위기,맛집,시끄러움",0,0,0,T,
593,6328,베리베리,5,"2,층,에,코드,꽂,을,곳,이,많,아요",1,1,1,T,
594,5630,anytime12,4,"깨끗,하,고,좋,아요",2,1,1,T,
595,5603,aa,5,"강,츄",0,0,1,F,
596,4483,journey,3,"그저,그런,맛",-1,-1,-1,T,
597,7022,lsy****,3.5,굿,1,1,1,T,
598,4326,다연,1.5,"케이크,는,맛있,는데,서비스,가,별로,였,아요",0,0,0,T,
599,4861,민지박,5,"빵,도,맛있,고,직원,들,너무,친절,해서,기분,좋,았,어요,인기,있,는,이유,가,있,습니다",4,1,1,T,
600,5453,iti****,5,"테이크아웃,시,커피,가격,이,저렴,해서,좋,음,분위기,좋,으나,사람,이,많,아,소란,스러움",3,1,1,T,
601,7997,sgh93,5,"맛있,었,어요",1,1,1,T,
602,1225,yhym02,3,"생각,보다,그저,그렇,습니다",-1,-1,-1,T,
603,125,did****,5,"역시,깔끔,하,게,커피,잘,하,는,집",3,1,1,T,
604,6769,또윰,4.5,"콜드,브루,더티,아인,슈페너,비주얼,너무,예뻐,뇽",1,1,1,T,
605,4846,Sjshfhf,4.5,"앙,버터,맛있,어요",1,1,1,T,
606,7771,aod****,2.5,"시그,니,처,밀크티,맛,없,어요,7000,원,인데,플랫,화이트,보다,양,도,적,어요",0,0,-1,F,
607,2775,흠큼큼,4.5,"친절,하,고,좋,아요",2,1,1,T,
608,3368,민찡,4,"매장,이,넓,어서,좋,았,다",2,1,1,T,
609,6467,HanHan,4.5,"오랜만,에,왔,더니,전시,도,바뀌,어,있,네,적당,한,산미,에,뒤,에,단맛,올,라오,서,맛있,게,먹,었,다",-1,-1,1,F,
610,5845,kno****,3.5,"맛있,어요,가격,은,좀,있,어요,그래도,뷰,는,좋,아요",2,1,1,T,
611,513,vivivvi123,4.5,"좋,아요",1,1,1,T,
612,1762,타니,5,"헤이,바울,진짜,너무,맛있,게,잘,먹,었,습니다,저,는,픽업,해서,집,에서,먹,었,는데,매장,에서,먹,어도,좋,을,것,같,아요,매장,이,참,넓,고,깨끗,하,더라고요,잘,먹,었,습니다",6,1,1,T,
613,8075,pretty1sunny,5,"너무,예쁘,고,맛있,어요,레몬,몽블랑,추천,이,요",3,1,1,T,
614,2070,sundaymorning,4.5,"이렇게,먹,고,집,에,사,가,고,싶,어서,더,구입,했,어요,베이커리,괜찮,은,것,같,아요,화장실,이,안,보이,는,곳,에,놓여,있,어서,불편,했,던,거,빼,고,만족,합니다",-1,-1,1,F,
615,4091,늉늉,2.5,"디저트,는,그저,그렇게,괜찮,지만,아메리카노,는,추출,을,잘못,하,신,건지,짠맛,이,입,에,너무,많이,남,고,마시,기,힘들,정도,남자,화장실,은,재래식,이,네요,대,충격",-5,-1,-1,T,
616,6845,mrcmg2,5,"분위기,굿,굿",2,1,1,T,
617,2995,하늘보리,5,"매장,도,넓,고,친절,합니다",2,1,1,T,
618,3504,노랑이언니,5,"클라우디,최고",1,1,1,T,
619,8602,녀주,3,"비싸,요",-1,-1,-1,T,
620,6048,eucalyptus,4,"나쁘,지,않,음,주말,에,사람,매우,많,음",0,0,0,T,
621,5507,아침햇살,5,굿,1,1,1,T,
622,3546,3701you,4,"첫,번,째,방문",0,0,0,T,
623,860,윤세희,4.5,"굿,굿",2,1,1,T,
624,4317,쩨니,2,"라테,는,물,탄,레,떼,맛,이,라,아쉬워,요,케이크,는,끄덕,하,니,맛있,어요",0,0,0,T,
625,6966,miming,4.5,"분위기,좋,았,는데,코로나,때문,에,테이크아웃,해서,아쉬웠,어요,다음,엔,매장,방문,할게요",0,0,1,F,
626,4529,sssshjwsul,5,"딸기,생크림,케이크,신선,달달,깔,끔,얼,그레,이,잎,차,를,직접,우려서,전용,팟,에,담,아,줌,대접,받,는,느낌,좌석,간,간격,넓,어서,대화,시,편안,함,화장실,깨끗,재,방문,100",6,1,1,T,
627,2591,wkd****,5,"맛나,요",1,1,1,T,
628,8410,Hanny,1,"손,님,한텐,마스크,쓰,라면서,정작,여기,키,큰,바리스타,는,턱스,크",0,0,-1,F,
629,2457,프리비,4.5,"클래식,한,설기,케이크,가,가장,압도,적,가정집,을,리뉴,얼,한,인테리어,와,부담,스럽,지,않,은,디저트,류,가,압권,음료,라인,이,조금,아쉽,기,는,하나,여기,서,케익,다쿠아즈,사,서,한강,산책,도,가능,하,니,성수,에,오,면,꼭,들러,보,도록,하,자,짤,은,얼마,전,부터,자리,잡,은,치즈,냥,이",2,1,1,T,
630,8112,nammi,2,"빵,은,그냥저냥,하,고,커피,는,연한,거,같,아요,제,입맛,엔,그냥,옆,멜,로와,가,더,나,은,듯",-3,-1,-1,T,
631,1059,민성혜,5,"콘,와플,너무,맛나,고,이따,플레인,세,개,도,조금,씩,아껴,먹,으려고요",1,1,1,T,
632,4556,mus****,5,"분위기,도,커피,맛,도,케이크,맛,도,굿,굿",2,1,1,T,
633,8409,cnd****,1,"안,에서,음식,만드,는,직원,분,들,샷,내리,는,직원,들,분,들,은,왜,턱,마스크,마스크,만,하,시,나요",0,0,-1,F,
634,1383,김은진,5,"요청,시간,에,맞,게,준비,해,주,시,고,포장,이,아주,깔끔,해서,차,에서,먹,기,도,좋,았,어요",1,1,1,T,
635,6277,YOON,5,"맛있,어요",1,1,1,T,
636,7982,멍끼,5,"빵,은,생각,보다,그저,그랬,지만,커피,가,맛있,었,어요",-1,-1,0,F,
637,4406,숭이,4.5,"케이크,도,커피,도,공간,도,너무,다,좋,았,어요",1,1,1,T,
638,5234,wjiiin476,4.5,"분위기,좋,아요",1,1,1,T,
639,2532,SHERNNIE,5,"많이,달,지,않,아,좋,은,밀가루,가,아닌,쌀,이,라,더,더,좋,아요,먹,고,난,후,속도,편안,한",3,1,1,T,
640,3570,윰미,5,굿,1,1,1,T,
641,3242,sic****,5,"성수,역점,스타,벅스",0,0,0,T,
642,3412,yoon,5,"짱짱,대,짱짱",2,1,1,T,
643,8307,러블리히블리,4,"수요,미,식회,나온,마카롱,가져다,파,시,는,듯,마카롱,맛있,어요,근데,마카롱,본점,보다,300,원,씩,비싸,게,팔,아서,아쉬워,요",-1,-1,0,F,
644,3759,disney98,5,"맛있,는,맛집",2,1,1,T,
645,7387,루비,5,"분위기,좋,아요",1,1,1,T,
646,3537,K9,5,"친절,하,시,고,요,야외,좌석,도,있,어서,좋,아요,너티,클라우드,정말,좋,아,하,는,음료,입니다",3,1,1,T,
647,5777,호호,4.5,굿,1,1,1,T,
648,3930,쩨니,4,"꾸덕꾸덕,한,라테,랑,초코,스콘,조합,은,꾸,어,맛",1,1,1,T,
649,268,은애,5,"오랜만,에,성수동,가,서,귀엽,고,힙,한,카페,발견,해서,간,곳,인데,정말,마음,에,들,었,어요,커피,도,맛있,었,고,5,ff,스마일,로고,도,마음,에,들,었,습니다",4,1,1,T,
650,1016,jis****,5,"인생,크,로,플,맛집,입니다,너무,맛있,어요,겉바속촉,단,짠,단,짠,으로,너무,맛있,게,잘,먹,었,어요,개인,적,으로,플레인,과,치즈,가,제일,맛있,어요",7,1,1,T,
651,5772,쟈꾸누나,5,"커피,맛나,요",1,1,1,T,
652,7916,natom,4,굿,1,1,1,T,
653,5868,호호,5,"만족,합니다",1,1,1,T,
654,7354,참치뱃살,5,"사람,이,많이,없,으면,좋,아요",1,1,0,F,
655,4580,TeunTeun E,5,"자주,가,는,곳",0,0,1,F,
656,1261,검정치마,5,"매장,도,깨끗,하,고,넓,고,볼,너무,마시,쏘,요",2,1,1,T,
657,5042,ksingmei,4,"빵,맛있,어요",1,1,1,T,
658,6054,chois,4,"자리,가,좀,불편,하,지만,쑥,라테,는,완전,뉴,발견,쑥,라테,너무,맛나,여주,말,엔,사람,너무,많,고,한가,할,때,가,면,좋,을,듯,해요",4,1,1,T,
659,935,Hotpink Butterfly,4,"가격,조금,만,덜,비쌌,으면",-1,-1,-1,T,
660,1739,럽PD,5,"여기,가,존맛,탱,집,이,다,거부,감,없,는,스무디,꾸덕꾸덕,26,개월,아가,도,너무,잘,먹,어요,아이스크림,이,라고,엄마,들,함께,와서,아가,들,아이스크림,처럼,먹,어도,괜찮,을,듯,합니다,퍼플,이,제일,맛있,떠요,건강,하,고,입,도,즐겁,고,맛있,는,헤이,바울,강력,추천,합니다",7,1,1,T,
661,4680,토끼필터,4,"사람,많,은데,친절,해요",2,1,1,T,
662,357,rimrim,5,"무화과,깜,바,뉴,랑,샌드위치,너무,맛있,어요",1,1,1,T,
663,1376,들쑥날쑥,5,"너무,시어",-1,-1,-1,T,
664,8050,하핫,5,"여긴,분위기,가,최고,예요",1,1,1,T,
665,2565,ds1****,4,"케이크,맛있,었,어요",1,1,1,T,
666,7557,elf****,3.5,"커피,가,맛있,어요",1,1,1,T,
667,199,cloud9nine,5,"퇴근,하,고,가,는,길,에,들렸,다가,요,맛난,디저트,잘,먹,고,갑니다",2,1,1,T,
668,1695,띠드버거,4.5,"달달,상큼,그,자체",2,1,1,T,
669,4272,djy****,5,"여기,진짜,별로,고,커피,정말,맛없,어요",-2,-1,-1,T,
670,6291,박숴,5,"친구,추천,으로,갔,는데,빵,종류,맛있,네요",3,1,1,T,
671,3126,슈가바인,4.5,"자주,가,는,곳,이,에요",0,0,1,F,
672,4866,예민,4,"생각,보다,내부,가,조용,한,편,이,어서,좋,았,어요",2,1,1,T,
673,6414,맑은빛깔,4,"깔끔,하,고,맛있,고,가격,도,괜찮,은,것,같,아요",1,1,1,T,
674,7657,머꼬,4,"시원,하,고,자리,가,널찍,해서,좋,아요",1,1,1,T,
675,811,seoullover,4.5,"매장,웨이팅,생각,보다,길,지,않,았,고,사진,많이,찍,고,갑니다,근데,매너,없,는,손님,들,이,있,는,거,같,아요",0,0,0,T,
676,8043,토토로,5,굿,1,1,1,T,
677,6028,kakao,5,"쑥,라테,크림,부드러워,요",1,1,1,T,
678,4695,qjw****,2,"비싸,고,자리,엄청,불편,화장실,더러움,실내,환기,안됨",-3,-1,-1,T,
679,7808,yer****,5,"후훗,너무,좋,습니다",1,1,1,T,
680,712,이든,3,"새들러,하우스,새들러,하우스,성수,앉,아서,먹,고,1,세트,포장,해서,집,가져갔,는데,완전,다,눅눅,해져서,너무,별로,였,어요,매장,에서,먹,은,건,정말,정말,맛있,었,어요,웬만,하,면,바로,드,시,길,추,천,드립니다",-1,-1,0,F,
681,5279,벌꿀,3,"빵,도,음료,도,너무,비싸,다",-1,-1,-1,T,
682,8443,없음,5,"분위기,최고",1,1,1,T,
683,6158,ron****,5,굿,1,1,1,T,
684,3411,남탱,5,"바닐라,플랫,화이트,언제,마셔,도,맛나,죠",1,1,1,T,
685,2852,토찐,5,굿,1,1,1,T,
686,7401,qor****,5,"예쁘,고,맛있,고,좋,아요",3,1,1,T,
687,2038,참소라,5,"맛나,요",1,1,1,T,
688,40,pizont,5,"코로나,규제,풀린,기념,으로,놀,러,왔,는데,고향,에,온,듯,아련,한,기분,이,드,네요",0,0,1,F,
689,7825,찌우찌우누나,5,"분위기,좋,고,예쁘,고,맛있,고,다,하,는,곳",3,1,1,T,
690,1620,펩시G,4.5,"진짜,존맛,입니다",1,1,1,T,
691,5717,바람개비,5,"서울숲,산책,하,다가,마감,시간,생각나,서,급하,게,들려서,Takeout,했,는데,피곤,할,시간,인데,도,직원,분,들,이,너무,친절,하,셔서,너무,기분,좋,은,경험,이,었,어요,반려,견,이,여기,퍼프,치노,를,너무,좋,아,해서,서울,숲,에,가,면,안,갈,수,없,어요,퍼프,치노,라지,사이즈,도,고려,해,주,세요",4,1,1,T,
692,6820,행아,5,"커피,맛있,어요",1,1,1,T,
693,4677,조천사,5,"강추,해요,빵,맛있,어요",2,1,1,T,
694,8588,매력덩어리,5,"인테리어,가,독특,하,니,좋,아요",2,1,1,T,
695,7407,yeonss,5,"성수동,카페,넓,은,장소,인테리어,가,멋지,네요,식사,도,가능,하,니,좋,아요",4,1,1,T,
696,1039,동고라미,4.5,"플레인,이,맛있,었,어요",1,1,1,T,
697,3235,수육소녀,3.5,"친절,합니다",1,1,1,T,
698,321,sori,5,"진짜,커피,가,좋,아서,여러,군데,다니,는데,여기,커피,는,정말,특출나,게,맛있,더라고요,원두,를,좋,은,걸,쓰,시,나,아무튼,맛나,게,먹,고,가유",5,1,1,T,
699,5511,이리스,5,"굿,굿",2,1,1,T,
700,2077,캬라멜봉봉,5,"맛있,어요",1,1,1,T,
701,7806,진이얌,4,"원두,는,신맛,이,많이,나,는,거,같,아요,빵,이,맛있,습니다",1,1,1,T,
702,6082,하늘이,5,"커피,도,맛있,고,분위기,도,굿,디저트,도,맛있,고,빵,도,최고,거기,다가,직원,들,도,친절,해서,자주,방문,하,는,곳",5,1,1,T,
703,4188,Riz,3.5,"주차,가능,해서,괜찮,네요,커피,맛,은,쏘쏘",-1,-1,0,F,
704,5292,몽키몽키,5,"로즈,에이드,는,다신,안,먹,을래요,그래도,빵,과,건물,이,예쁘,고,체계,적,인,시스템,에,주문,픽업,이,빨라,좋,았,습니다",3,1,0,F,
705,6961,뽀로리,4,"피시,앤,칩스,맛있,어요",1,1,1,T,
706,3652,하림하륌계림,5,"너티,클라우드,존맛,탱,구리",1,1,1,T,
707,7306,Refind,5,"분위기,넘,넘,좋,아요",1,1,1,T,
708,5923,munjung14,5,"좋,네요",1,1,1,T,
709,8561,fin****,4,"굿,굿",2,1,1,T,
710,566,mah****,4,"통밤,식빵,은,기대,보단,좀,아쉬웠,어요",0,0,-1,F,
711,6616,dlwldud27,5,"좋,아요",1,1,1,T,
712,2496,GG,4,"언제나,맛있,어요",1,1,1,T,
713,1095,goo****,3,"성수,까지,자전거,타,고,새들러,가,생각나,방문,뭐,가,맛있,는지,몰라,세트,로,구매,바질,은,아직,먹,어,보,진,않,았,고,치즈,랑,플레인,먹,었,는데,치즈,는,짜,다,플레인,은,맛남,적당,한,단맛,굿,굿",4,1,1,T,
714,6847,yws****,5,굿,1,1,1,T,
715,4641,도리,4,"분위기,좋,고,커피,가,괜찮,아요",0,0,1,F,
716,6160,눈,5,굿,1,1,1,T,
717,5713,사상갈매기,4,"사람,이,너무,많,네요",1,1,-1,F,
718,3506,동동방동,4.5,"바스크,치즈케이크,는,생각,보다,많이,작,았,습니다,하핫",0,0,-1,F,
719,2648,bin0309,4,"맛있,었,는데,먹,고,싶,은,케이크,는,없,었,어요,나중,엔,더,일찍,가,야,겠,어요",1,1,1,T,
720,7229,everyhappy,5,"가격,은,세,지만,분위기,값,이,라,생각,하,고,먹,습니다,멋진,카페,예요",1,1,1,T,
721,2589,상소,4,"레트,로,감성,가정집,개조,했,네요",0,0,0,T,
722,6541,김소영,4.5,"분위기,좋,고,메뉴,많,아서,좋,아요",3,1,1,T,
723,3712,신드리햅번,5,"육지,에,도,있,어서,좋,아요",1,1,1,T,
724,7131,minimami,5,"멋진,곳",1,1,1,T,
725,2047,Happyvirus,4,"의자,가,불편,해서,별,하나,차,감,커피,맛있,고,분위기,좋,아요,성수,카페",1,1,1,T,
726,3207,Wang,1,"점심,시간,에,일,하,는,키,175,정도,의,둥근,안경,쓰,시,고,살집,있,으신,여성,종업원,분,예절,교육,다시,했,으면,좋,겠,습니다,말투,가,영,4,가지,가,없,어요",1,1,-1,F,
727,1207,쫀득붕어빵,4,"크로,폴,은,역시,새들러",1,1,1,T,
728,2543,딩동댕,5,"웨이팅,이,있,지만,지하,에,웨이팅,룸,이,있,어,좋,아요,쌀,케이크,라던,데,맛있,고,백설기,케이크,우유,고,수운,맛,가득,한,조각,이,크,고,가격,도,괜춘",2,1,1,T,
729,3252,maggiekim,5,"좋,아요",1,1,1,T,
730,7623,yeonnychoi,5,"크림,아몬드,초코,존맛,탱",1,1,1,T,
731,1971,쇼퍼홀릭,4,"너무,어수선,한,것,빼,고,좋,음",0,0,0,T,
732,3801,kyn0105,5,"너무,예쁜,파티,했어요",1,1,1,T,
733,2753,남이,4,"좋,아요",1,1,1,T,
734,7469,Sarah,3,"한,번,쯤,가,볼,만,함,곳",0,0,1,F,
735,8142,딸기조아,4.5,"얼,그레이,파운드,홍차,향,가득,진짜,맛있,네요",2,1,1,T,
736,6945,치즈,5,"분위기,좋,고,커피,도,맛있,어요",2,1,1,T,
737,5321,캐롯파티,5,"사람,이,너무,많,아서,자리,확보,가,힘들,지만,직원,분,들,이,친절,하,시,고,맛있,어요",2,1,1,T,
738,7205,ekd****,4,"맛있,어,형,분위기,도,좋,네요",2,1,1,T,
739,2442,JINHWA,5,존맛,1,1,1,T,
740,2947,lee****,3.5,"좋,아요",1,1,1,T,
741,2384,oli****,5,"너무,맛있,어요",1,1,1,T,
742,4657,테디비전,5,"명불허전,베이커리,도,역시",2,1,1,T,
743,5612,나우진,5,"집,근처,라,많이,와요",0,0,1,F,
744,5215,인생역전,5,"맛,최고,예요",1,1,1,T,
745,155,als****,5,"오프,화이트,역시,깔끔,하,고,좋,습니다",3,1,1,T,
746,7671,김한소리,3,"테이크아웃,으로,크림,아몬드,초코,를,마셨,는데,뭔가,싱겁,고,밍밍,했,어요,매장,에서,마실,때,랑,은,맛,이,조금,달랐,어요",-2,-1,-1,T,
747,6474,Sally,4.5,특이,-1,-1,0,F,
748,8097,파도,4.5,"성수동,서울숲",0,0,0,T,
749,2128,ye0****,3,"공간,은,좋,으나,맛,은,쏘쏘",0,0,0,T,
750,310,jdk****,3,"괜찮,아요",-1,-1,1,F,
751,2723,프로필수정선생님,5,"친절,해요",1,1,1,T,
752,5189,jinnie,4,"음,조금,비싼,느낌,빵,종류,는,많,음",0,0,0,T,
753,6639,rieum,4,"지난,토요일,에,다녀왔,는데,날,이,선선,하,고,미세먼지,도,없,어서,사람,들,이,많,더라고요,자리,먼저,잡,고,주문,하,시,는,게,좋,고요,아아,마셨,는데,커피,는,약간,쓴맛,이,나,네요",3,1,0,F,
754,7872,햇살가득,4.5,"공간,넓,고,디저트,커피,도,맛있,어요",2,1,1,T,
755,1743,mus****,5,"간단히,먹,으려고,들어갔,는데,양,이,꽤,많,아요",1,1,1,T,
756,5258,BETO,5,"성수동,추천,카페,팡도르,꼭,드세요",2,1,1,T,
757,991,Ian,5,"와,크,로,플,존맛,기본,이,와,따,에요",1,1,1,T,
758,4929,리브우,4,"팡도르,최애,맛집,입니다",2,1,1,T,
759,4930,꿈을꾸자,5,"빵,맛있,어요,커피,도,괜찮,은데,밖,에,는,소음,이,심하,긴,하,네요",-2,-1,0,F,
760,6557,꾸꾸,5,"꺄악,여기,분위기,도,분위기,지만,맛,이,엄청,맛있,어요",1,1,1,T,
761,6672,hannnnn,5,"좋,아요",1,1,1,T,
762,3707,bil****,4,"감사,합니다,커피,맛,은,조금,아습",1,1,0,F,
763,5262,김나래,5,"직원,분,들,의,기분,좋,은,미소,와,친절,함,하,는,일,을,즐겁,고,사랑,하,고,있,는,것,같,아서,너무,멋있,었,어요,그래서,그런지,음료,와,디저트,가,더,맛있,게,느껴졌었,습니다,안,국점,을,저번,에,가,보,고,어제,성,수점,을,가,봤,는데,정말,자부심,가질,만,한,하나,의,브랜드,라고,생각,합니다,번창,하,세요",7,1,1,T,
764,7069,Ted Kim,4,"괜찮,은,장소,입니다,빈티지,하,게,잘,꾸며,놓,았,습니다",1,1,1,T,
765,1238,연희,5,"가,오,픈,첫날,가,서,테이크아웃,해,왔,어요,진짜,너무너무,맛있,어요,새들러,보다,맛있,는,크로,폴,은,평생,못,먹,을,거,같,아요,다른,카페,들,에서,새들러,크로,플,반쪽,크기,에,만,원,씩,받,는,거,에,비해,가격,도,너무,착하,고,그냥,100,호,점,까지,내주,세요,번창,하,세요",2,1,1,T,
766,1662,yazzi,5,"맛있,게,잘,먹,었,어요",2,1,1,T,
767,1337,김준하,5,"맛있,음",1,1,1,T,
768,104,lee****,5,"일단,사장,님,친절,별,열,개,박,고,갑니다,음료,존,보리차,되게,맛있,고,마스크,도,주,시,고,레몬,젤라,또,맛있,어요",3,1,1,T,
769,640,yjl****,5,"성수동,에,넘,넘,이쁜,빵집,이,생겼,어요,크로,플,이랑,크로,외상,맛집,인정,폴,킴,화환,이,있,어서,더,깜놀",2,1,1,T,
770,8028,뿡빵,5,"느낌,있,고,밀푀유,마,싰음",0,0,1,F,
771,5180,유키농,4,"의자,는,좀,불편,하,지만,커피,와,빵,이,맛있,어요,평일,11,시,쯤,가,면,여유,로울,듯",1,1,1,T,
772,4997,asella,4,"괜찮,았,어요",-1,-1,1,F,
773,2358,채신영,5,"첫,방문,인데,너무,만족,합니다,맛있,어요",2,1,1,T,
774,5206,지니,5,"빵,맛있,어요",1,1,1,T,
775,1693,doublesq,0.5,"인기,많,은,집,이,라,사람,들,이,몰리,는,점,다,알,고,오,긴,했,는데,그,많,은,사람,들,을,직원,분,께서,통제,하,질,못하,시,네요,시스템,상,기다리,는,사람,이,너무,덥,고,힘들,수,밖에,없,는,구조,인,것,같,아요,대,기자,를,수용,할,수,있,는,공간,도,없,고,그렇,다고,밖,에,나가,서,기다리,기,엔,정말,더운,날씨,임,에,도,직원,분,께서,는,계속,밖,에,나가,서,대기,해,주,세요,라는,말,만,반복,하,시,네요,기다리,는,사람,들,표정,이나,속삭이,는,말,들으니,저,뿐,아니,라,모두,가,불만,을,갖,고,있,더군요,이런,시스템,상,의,문제,를,해결,해,주,시,면,훨씬,나,은,환경,이,될,수,있,을,것,같,아요",-2,-1,-1,T,
776,61,조정은,4.5,"커피,랑,젤,로,또,맛있,어요,사장,님,너무,친절,친절,히터,가,빵빵,해서,조금,더웠,지만,굿,굿",6,1,1,T,
777,151,ahn****,5,"성수,에,신상,카페,가,생겨서,왔,는데,가,게,내부,아담,하,고,예뻐요,노란색,이,넘,나,잘,어울리,는,카페,에,요,레몬,젤라,또,크,게,두,덩어리,나,주,고,위,에,레몬,껍질,올려,준,게,뽀,인,투,너무,귀엽,고,맛있,어요,아이스,라테,는,라테,아이스크림,조합,설명,이,필요,없,죠,맛있,어요",4,1,1,T,
778,3918,kum****,4,"좋,아요",1,1,1,T,
779,1461,hee,4,"주문,하,고,5,분,만,에,준비,된,점,매장,에서,먹,는,것,처럼,예쁘,게,포장,해,준,점,이,참,좋,네요,빙수,먹,으려다가,건강,생각,해서,헤이,바울,주문,했,어요,가격,만큼,양,도,많,아,혼자,다,먹,으면,배불러요,좀,더,다양,한,스무디,있,으면,좋,을,것,같,아요",5,1,1,T,
780,7964,뇨,5,"사람,만,너,요",0,0,0,T,
781,5680,ari****,5,"투썸,이,야,뭐,언제,든지,맛있,죠",1,1,1,T,
782,1523,핑퐁,5,"날씨,가,너무,좋,아서,포장,해서,가까운,서울숲,가,서,먹,었,어요,카카오,그래,놀라,추가,해서,먹,었,는데,역시,나,맛있,었,어요,다음,에,또,포장,하,러,갈게요",5,1,1,T,
783,2768,ant****,4.5,굿,1,1,1,T,
784,7926,121****,3,"커피,랑,카페,분위기,는,너무,좋,은데,화장실,이,진짜,너무,더러워,요,화장실,에,들어온,손님,들,도,다,욕,하,고,나가,더라고요,신경,좀,써,주,세요",-2,-1,-1,T,
785,4147,지짐,5,"딸기,생크림,케이크,맛있,어요",1,1,1,T,
786,5797,뭐라고그랬냐,4.5,최고,1,1,1,T,
787,777,노주니어,5,"맛있,고,예뻐요",2,1,1,T,
788,6050,lupi,4,"서울숲,나오,자마자,바로,있,어서,자주,가,게,되,는데,메뉴,들,비싸,고,그냥,그래요,옥상,자리,좋,긴,한데,계단,도,의자,도,불편,옆집,에서,빵,사,올,수,있,는데,빵,들,도,딱히,맛있,는,게,없,음,그런데,도,자꾸,가,게,되,는,희한,한,집",-1,-1,0,F,
789,643,hohoaos77,3.5,"미친,웨이팅,30,분,했,습니다,맛,은,좋,아요",-1,-1,0,F,
790,7511,JADE,3.5,"주차,도,되,고,좋,아요",1,1,1,T,
791,6987,또자,1.5,"카페,치,고,는,음료,가격,이,너무,비,쌈,유자,에,이드,는,맛있,는데,지중해,에,이드,는,노마,ft,인,스타,에서,핫플,로,유명,한,카페,답,게,분위기,좋,고,가격,너무,비,쌈",3,1,-1,F,
792,2778,소소소,4,"좋,아요",1,1,1,T,
793,941,ljh****,4,"좋,아요",1,1,1,T,
794,4111,름,5,"스콘,진짜,맛있,어요,자리,는,넓,은데,사람,도,많,음",3,1,1,T,
795,3274,정윤,5,"메뉴,가,빨리,나와서,좋,았,습니다",1,1,1,T,
796,6219,에스텔라,5,"조각,케이크,종류,가,다양,하,고,딸기,생크림,케이크,가,특히,맛,이,좋,아요",2,1,1,T,
797,182,jsa****,5,"존맛,분위기,깡패",2,1,1,T,
798,7721,Rika,4,"공간,이,넓,고,잡지,도,볼,수,있,고,좋,아요",2,1,1,T,
